gold_label,pred_label,statement,evidence,is_error,has_negation,is_long,has_close_numbers
Supported,Refuted,Nhằm thu hút khách du lịch ở lại qua đêm tỉnh Chiết Giang đã chi tiền cho các công ty du lịch nhằm tăng doanh thu du lịch địa phương.,"Để thu hút du khách nước ngoài ở lại qua đêm, một trong những tỉnh giàu có nhất Trung Quốc đang chi tiền cho các công ty du lịch nhằm tăng doanh thu du lịch địa phương. Chiết Giang, cho biết thành phố sẽ trợ cấp cho các công ty du lịch tới 40 nhân dân tệ (5,8 USD) một ngày cho một người nếu khách nước ngoài của công ty ở lại trong thành phố qua đêm.",True,False,False,False
Refuted,NEI,Loài cúc này tạo ra ruồi giả trên cánh hóa bằng cách tạo ra gene mới.,Vị trí của ruồi giả trên những cánh hoa do nhóm gene thứ ba quyết định.,True,False,False,False
Supported,Refuted,Phong độ của Colombia khiến người khác thất vọng dù được đánh giá khá tốt trước trận với Hàn Quốc.,phong độ sân khách của Colombia Kết quả hòa 2-2 trong bối cảnh bị dẫn 2 bàn trước Hàn Quốc vừa qua là tích cực,True,False,False,False
Supported,Refuted,"Khu vực vỉa hè bờ đông là điểm bán nước, cho thuê đồ chơi trẻ em, vì vậy mà nơi đây có nhiều điểm nhếch nhác.","Khu vực vỉa hè phía bờ đông là điểm bán nước, cho thuê đồ chơi trẻ em dọc hai bên bờ sông có nhiều điểm nhếch nhác.",True,False,False,False
NEI,Supported,"Dịch vụ thăm khám và chăm sóc hiện đang có rất nhiều gói ưu đãi dành cho các nhóm đối tượng khác nhau ví dụ giảm 20% phí chụp chiếu, xét nghiệm.","Ưu đãi cho khách hàng nhân dịp sinh nhật cơ sở 32 Đại Từ: Miễn phí khám ban đầu với bác sĩ; Giảm 20% phí chụp chiếu, xét nghiệm",True,False,False,False
NEI,Supported,Joselu được HLV Luis De La Fuente đã dành lời khen ngợi đặc biệt khi anh được tung vào sân từ băng ghế dự bị và có bàn thắng vào lưới Na Uy trong Sea Game 22 vừa qua.,"HLV Luis De La Fuente cũng đã dành lời khen ngợi đặc biệt cho Joselu, tác giả của cú đúp muộn vào lưới Na Uy khi anh được tung vào sân từ băng ghế dự bị.",True,False,False,False
Refuted,Supported,Vết thương của bệnh nhân chủ yếu tập trung ở ngực trái và bụng phải.,"5 vết thương vùng thành ngực trái, bụng phải do dao đâm, ruột lòi ra ngoài",True,False,False,False
Refuted,NEI,"Theo luật sư, việc ép buộc cháu bé hút ma túy như trên có thể bị lãnh án tử hình.","nếu có căn cứ xác định đối tượng đã ép cháu bé 3 tuổi hút ma tuý đá thì hành vi của đối tượng đã phạm tội ""Cưỡng bức người khác sử dụng trái phép chất ma túy"" với khung hình phạt tù từ 15 năm đến 20 năm.",True,False,False,False
NEI,Refuted,Thành phố luôn trân trọng sự hợp tác giữa TP HCM và Đà Nẵng.,"Phó Chủ tịch UBND TP HCM - nhấn mạnh thành phố luôn trân trọng sự hợp tác bình đẳng, cùng có lợi giữa các bên, phù hợp với thế mạnh, đặc thù và tiềm năng của từng địa phương",True,False,False,False
Supported,Refuted,"Công an huyện Hóc Môn, TP.HCM đang điều tra thông tin trên mạng xã hội về việc một người đàn ông cho một nam thanh niên hút ma túy đá.","Lãnh đạo UBND huyện Hóc Môn (TP.HCM) cho biết công an đang xác minh thông tin trên mạng xã hội về việc người lớn cho bé trai hút ma túy đá, được cho là xảy ra ở huyện này.",True,False,False,False
Refuted,NEI,"Tình trạng già hóa dân số gia tăng đã được giải quyết triệt để bởi các chính sách và biện pháp như chương trình phòng chống lão hóa, chăm sóc sức khỏe người cao tuổi, đào tạo và tạo việc làm cho người cao tuổi. Ngoài ra, các hoạt động giáo dục và nâng cao nhận thức về sức khỏe và chăm sóc bản thân cũng đóng vai trò quan trọng trong việc ứng phó với tình trạng già hóa dân số.","Tình trạng già hóa dân số gia tăng nhanh chóng đặt ra nhiều thách thức trong việc đảm bảo chất lượng cuộc sống của người cao tuổi theo phương châm “sống vui, sống khỏe, sống có ích”. Bên cạnh đó, sự phát triển của thời đại công nghệ số, cuộc sống xã hội hiện đại cũng tạo nên nhiều khó khăn đối với người cao tuổi trong việc thích ứng, hòa nhập",True,False,True,False
NEI,Refuted,"Sau khi chính phủ tỏ chức điều tra, đến nay vẫn chưa tìm ra nguyên nhân khiến chiếc máy bay gặp nạn",Thủ tướng Nepal Pushpa Kamal Dahal đã triệu tập một cuộc họp khẩn cấp của Chính phủ để triển khai việc khắc phục hậu quả và điều tra nguyên nhân vụ tai nạn.,True,True,False,False
Refuted,Supported,"Ngày 23-3, Cục Báo chí đã có văn bản gửi Công an tỉnh Hòa Bình, yêu cầu điều tra, làm rõ và xử lý nhóm phóng viên Báo Nông thôn ngày nay đi hành hung, cản trở người khác làm nhiệm vụ.","Cục Báo chí đề nghị Công an tỉnh Hòa Bình chỉ đạo điều tra, làm rõ và xử lý nghiêm các cá nhân liên quan theo quy định của pháp luật Cục Báo chí ngày 23-3 đã có văn bản gửi Công an tỉnh Hòa Bình về việc nhóm phóng viên Báo Nông thôn ngày nay/điện tử Dân Việt bị hành hung, cản trở tác nghiệp",True,False,False,False
Supported,NEI,"Giải pháp hóa đơn điện tử của VNPT có thể tương thích với hầu hết các phần mềm kế toán và bán hàng hiện có mà doanh nghiệp và cá nhân đang sử dụng, giúp đơn giản hóa quy trình xuất hóa đơn và nâng cao độ chính xác trong báo cáo thuế.","Giải pháp hóa đơn điện tử khởi tạo từ máy tính tiền của VNPT với nhiều tính năng vượt trội Với thế mạnh là tổ chức cung cấp giải pháp Các doanh nghiệp, hộ kinh doanh có hóa đơn bán lẻ hàng tiêu dùng, siêu thị, ăn uống, vui chơi giải trí",True,False,False,False
Refuted,Supported,"Ba mẹ phải tích cực quan tâm đến trẻ, không nên bỏ mặc chúng điều này có ảnh hưởng tích cực đến quá trình trẻ lớn lên, khi mối quan hệ giữa ba mẹ và con cái tích cực và ấm áp thì con cái sẽ dễ dành phục tùng hơn.","Là cha mẹ, bạn không thể bỏ mặc con và bạn phải tích cực quan tâm đến con bất cứ khi nào có thể. Dù con đã lớn thì cha mẹ vẫn cần quan tâm đến việc học ở trường và bạn bè của con cũng như tất cả các khía cạnh khác trong cuộc sống của con cái. Khi gần gũi con cái, bạn rất có thể có ảnh hưởng tích cực khi con đưa ra những quyết định quan trọng trong cuộc sống. Khi mối quan hệ của bạn với con cái tích cực và ấm áp, chúng có nhiều khả năng sẽ lắng nghe bạn và làm theo sự hướng dẫn của bạn khi gặp rủi ro và nguy hiểm",True,True,True,False
Supported,Refuted,"Con trai bà là anh Trọng đã rời khỏi nhà bằng chìa khóa phụ, lúc đi anh mặc áo thun trắng ngang màu xanh lợt, quần short màu xám đen, đeo sợi dây chỉ nhiều màu trên tay.","Người mẹ nhớ lại, hôm đó bà đi làm, để con trai ở nhà. Có lẽ anh Trọng tìm thấy chìa khóa phụ nên đã mở cửa rồi đi mất Lần này, anh Trọng mặc áo thun trắng sọc ngang màu xanh lợt, quần short màu xám đen, đeo sợi dây chỉ nhiều màu trên tay.",True,False,False,False
Refuted,Supported,"Trong phiên điều trần kéo dài gần 5 tiếng, nhiều câu hỏi về mối nghi ngờ liên quan đến việc lợi dụng dữ liệu người dùng dành cho ông Chew.","Trong phiên điều trần kéo dài liên tục gần 5 tiếng, Chew đối mặt với hàng loạt câu hỏi từ lưỡng đảng, với mối nghi ngờ chính liên quan đến việc gửi dữ liệu của người dùng Mỹ về Trung Quốc, đồng thời yêu cầu Bytedance thoái vốn khỏi TikTok hoặc nền tảng sẽ bị cấm.",True,False,False,False
Supported,NEI,"Theo ông Đặng Hà Việt, lễ rước đuốc là một hoạt động truyền thống có ý nghĩa hết sức quan trọng trong các kỳ đại hội, không chỉ riêng Campuchia và các nước Đông Nam Á khác cũng tổ chức nhiều hoạt động để chúc mừng và tham gia cùng.","Ông Đặng Hà Việt khẳng định lễ rước đuốc là một hoạt động truyền thống có ý nghĩa hết sức quan trọng tại các kỳ đại hội. Nhân sự kiện này, không chỉ riêng Campuchia mà các nước Đông Nam Á khác cũng tổ chức nhiều hoạt động để chào mừng và hưởng ứng.",True,True,False,False
NEI,Supported,Đầu tư vào chế biến ở ngành Tôm khiến cho giá trị của ngành nuôi tôm đạt hiệu quả cao.,"Đầu tư vào chế biến sâu để gia tăng lợi nhuận cũng là cách mà ngành tôm Việt Nam đang thực hiện và khá thành công bởi thực tế, giá thành nuôi tôm của Việt Nam cao hơn các đối thủ như Ấn Độ, Ecuador...",True,False,False,False
Refuted,NEI,TGG đã có chuỗi tăng tích cực trong bối cảnh công ty vừa được đầu tư một nguồn vốn lớn.,TGG có chuỗi tăng tích cực bất chấp biến động của thị trường chung trong bối cảnh ông Ngô Quang Tuấn - Thành viên Hội đồng quản trị (HĐQT)- vừa được bổ nhiệm giữ chức Chủ tịch HĐQT Công ty cổ phần Louis Capital nhiệm kỳ 2021-2025 kể từ ngày 27/3 thay cho ông Vũ Anh Sinh.,True,False,False,False
NEI,Supported,"Việc không giới hạn số lượng cuộc thi sắc đẹp làm các danh hiệu dần trở nên ""mất giá"", do đó có ý kiến cho rằng cơ quan quản lý trật tự xã hội nên can thiệp vào việc này.","Những điều luật không cấm là có thể làm, nhưng theo nhiều bạn đọc, đối với những cuộc thi về nhan sắc thì không nên, bởi như thế danh hiệu đạt được sẽ ""mất giá"" các cô gái ""Nghị định không giới hạn số lượng cuộc thi nhưng các cơ quan chức năng có quyền quản lý trật tự xã hội, quá nhiều hoa hậu dẫn đến không thể kiểm soát"".",True,True,False,False
NEI,Refuted,Đối tượng Lê Minh Long bị bắt giữ khi đang lẩn trốn trong một chiêc lều sâu trong rừng của tỉnh Gia Lai.,"Tối ngày 24-3, Công an tỉnh Đồng Nai phối hợp Công an tỉnh Gia Lai bắt giữ Lê Minh Long (26 tuổi, ngụ huyện Định Quán, Đồng Nai) khi đang lẩn trốn tại xã Ia Kdăm (huyện Ia Pa, tỉnh Gia Lai).",True,False,False,False
Refuted,Supported,Số lượng du khách VIệt Nam đến Nhật Bản sẽ giảm trong tầm tháng 3-4 tới do có hoa anh đào nở rộ.,"Bà Vũ Bích Huệ, Trưởng phòng Truyền thông Công ty Du lịch Flamingo Redtours cho biết con số này còn tăng trong thời gian tháng 3-4. Đây là thời điểm hoa anh đào nở rộ khắp Nhật Bản, thu hút lượng lớn du khách quốc tế ghé thăm, trong đó có khách Việt.",True,False,False,False
Supported,Refuted,Cho đến năm sau thì tuổi nghỉ hưu của công dân Anh vẫn được giữ nguyên như mức hiện tại là 66 tuổi.,"Ngày 30/3, Chính phủ Anh thông báo sẽ chưa đưa ra quyết định về việc có hay không tăng tuổi nghỉ hưu lên 68 tuổi cho tới sau cuộc bầu cử quốc hội nước này dự kiến diễn ra vào năm tới. Theo quy định hiện hành, tuổi nghỉ hưu tại Anh hiện nay là 66 tuổi.",True,True,False,False
Supported,Refuted,Nguyên nhân khiến ông Kim Sung Han bị thay thế chưa được xác định rõ.,"Trước đó vài ngày, truyền thông Hàn Quốc đã rộ tin đồn ông Kim Sung Han sẽ bị thay thế. Nguyên nhân được cho liên quan tới kế hoạch thu xếp chuyến đi của ông Yoon tới Washington",True,True,False,False
Refuted,NEI,"Việc tăng mức thu nhập theo chuẩn nghèo ở khu vực nông thôn từ 700.000 lên 1,5 triệu đồng/tháng và mức đóng BHXH tăng gấp ba so với năm 2021 nên số người tham gia BHXH tự nguyện hiện còn chậm, chưa tương xứng với tiềm năng, kỳ vọng.","số người tham gia BHXH tự nguyện hiện còn chậm, chưa tương xứng với tiềm năng, kỳ vọng do việc tăng mức thu nhập theo chuẩn nghèo ở khu vực nông thôn từ 700.000 lên 1,5 triệu đồng/tháng mức đóng tăng gấp đôi so với năm 2021",True,True,False,False
Supported,Refuted,"4 môn thi bắt buộc cho học sinh hệ giáo dục phổ thông là ngữ văn, toán, ngoại ngữ, lịch sử còn hệ giáo dục thường xuyên là 3 môn ngữ văn, toán, lịch sử.","Học sinh hệ giáo dục phổ thông bốn môn gồm ngữ văn, toán, ngoại ngữ, lịch sử Với học sinh hệ giáo dục thường xuyên thi ba môn gồm nữ văn, toán, lịch sử",True,False,False,False
Refuted,Supported,"Học sinh tự mang theo đồ ăn vặt, nước uống ở nhà và sử dụng nước uống đóng chai 19 lít của trang trại Cánh Buồm Xanh, nhưng đến ngày hôm sau, một số học sinh có dấu hiệu đau bụng, nôn và nhiều em phải nhập viện.","Trong quá trình đi trải nghiệm học sinh có mang theo đồ ăn vặt, nước uống từ nhà đi và sử dụng nước uống đóng chai 19 lít của trang trại Cánh Buồm Xanh. Buổi chiều một số học sinh có biểu hiện đau bụng, nôn, nhiều em phải nhập viện.",True,False,False,False
Refuted,NEI,"Cơ quan chức năng cũng đã xác định nguyên nhân dẫn đến ngộ độc ở 14 em học sinh, hiện chỉ có 13 em bình phục và đi học bình thường, 1 em vẫn còn trong giai đoạn nguy kịch.","Cơ quan chức năng cũng đã lấy mẫu bệnh phẩm để xét nghiệm, xác định nguyên nhân dẫn đến ngộ độc ở các học sinh. Hiện 14 học sinh nói trên đã bình phục và đi học trở lại bình thường.",True,False,False,False
Supported,Refuted,"Lợi ích của việc nhận tiền mừng bằng mã là không mất thời gian mở phong bì kiểm tra, ghi chép, dễ dàng gửi tiền mừng nếu bạn bè ở xa, nhớ chính xác người gửi và chi phi làm mã QR cũng không cao.","Nếu theo cách mừng cưới truyền thống, thường phải mấy ngày sau mới mở phong bì, tốn thời gian kiểm đếm, ghi chép lưu giữ lại. Giờ đây, nhờ chuyển đổi số, anh chỉ cần ra ngân hàng hoặc lên ứng dụng sao kê để biết số tiền mừng. “Chuyển đổi số giúp cho mọi việc đơn giản, dễ dàng hơn. Bạn bè ở xa có thể dễ dàng nắm bắt được thông tin đám cưới và gửi quà mừng. Tôi có thể biết luôn số tiền họ mừng và nhớ từng người. Chi phí tạo một bảng mã QR như thế này lại rất rẻ, chỉ hết khoảng 300.000 đồng”,",True,True,True,False
NEI,Supported,"Đoàn phim chọn quay phim ở khu vực miền Tây, cách khá xa thành phố để các thành viên trong đoàn tập trung cho phim hơn.","Nhiều người cho rằng việc quay hình ở xa là một thử thách lớn đối với đoàn phim, song Nguyễn Quang Dũng lại suy nghĩ khác. Anh cho biết bản thân thích quay xa TP.HCM vì muốn các thành viên trong đoàn tập trung cho phim hơn. Nam đạo diễn tiết lộ người dân tại khu vực quay và kể cả chính quyền cũng đã yêu mến, hỗ trợ mình trong quá trình làm phim.",True,False,False,False
NEI,Supported,"Việc chính quyền dẹp xe dù, yêu cầu các doanh nghiệp vào bến đóng thuế đúng quy định có thể giúp các nhà xe cạnh tranh công bằng, thu hút khách vào bến.","Do đó, tôi mong rằng chính quyền TP.HCM mạnh tay dẹp xe dù, bến cóc, tăng giải pháp hút khách về bến xe mới. Đồng thời yêu cầu tất cả doanh nghiệp vận tải phải vào bến hoạt động, đóng thuế đúng quy định nhà nước đảm bảo sự cạnh tranh vận tải công bằng"", đại diện nhà xe Hùng Nga nói.",True,False,False,False
NEI,Supported,Weploy - mô hình cung ứng nhân sự thời vụ trên nền tảng số gây sốt khi xuất hiện tại thị trường Việt Nam hỗ trợ cho doanh nghiệp tuyển dụng.,chính thức có mặt tại Việt Nam sau khi thành công ở vòng gọi vốn đầu tiên với 5 triệu USD từ Skymind Global Ventures. Weploy - mô hình cung ứng nhân sự thời vụ trên nền tảng số,True,False,False,False
Refuted,NEI,"Một trong 6 giải pháp được đề xuất để phát huy vai trò tiên phong, dẫn dắt của khối doanh nghiệp trực thuộc Uỷ ban là nâng cao hiệu quả quản lý của doanh nghiệp, tiếp tục nghiên cứu, sửa đổi khung thể chế pháp lý đồng bộ để làm rõ hơn vị trí, vai trò của các tổng công ty.","Để phát huy vai trò tiên phong, dẫn dắt của khối doanh nghiệp trực thuộc Uỷ ban trong phát triển kinh tế-xã hội, Bộ trưởng Nguyễn Chí Dũng đề xuất 6 giải pháp. Bốn là, tiếp tục nâng cao hiệu quả quản lý, hoạt động của Ủy ban, tiếp tục nghiên cứu, sửa đổi khung thể chế pháp lý đồng bộ để làm rõ hơn vị trí, vai trò của Ủy ban.",True,False,True,False
NEI,Refuted,"Việc thuê địa điểm cho nhân viên ở là do Nguyễn Thế Anh phụ trách, còn Lê Thị Sen có nhiệm vụ quản lý nhân viên, nấu cơm 3 bữa một ngày, dọn dẹp nhà cho nhân viên và theo dõi sổ sách.","Lê Thị Sen có nhiệm vụ quản lý nhân viên, nấu cơm, dọn dẹp, theo dõi sổ sách Nguyễn Thế Anh đứng ra thuê địa điểm để cho nhân viên ở",True,False,False,False
Supported,Refuted,"Trước đó, ngày 26/3, ít nhất 3 người bị thương và 3 tòa nhà dân cư bị hư hại trong vụ nổ do một UAV rơi ở Nga gây ra.","Trước đó vào ngày 26-3, truyền thông Nga đưa tin ít nhất 3 người bị thương và 3 tòa nhà dân cư bị hư hại trong vụ nổ do máy bay không người lái rơi",True,True,False,False
NEI,Supported,"Một số sản phẩm, ý tưởng quy hoạch của Phòng phát triển ý tưởng UBND đã hoàn thành có tính đột phá, phù hợp với định hướng quy hoạch của tỉnh tạo động lực phát triển nguồn lực, thế mạnh và thúc đẩy phát triển kinh tế - xã hội trên địa bàn tỉnh.","Một số sản phẩm, ý tưởng quy hoạch đã hoàn thành có tính đột phá, phù hợp với định hướng quy hoạch của tỉnh tạo động lực phát triển nguồn lực, thế mạnh và thúc đẩy phát triển kinh tế - xã hội trên địa bàn tỉnh.",True,False,False,False
NEI,Refuted,Soyuz MS-22 đã đưa 2 phi hành gia nam của Nga và 1 phi hành gia nữ của Cơ quan hàng không vũ trụ Mỹ (NASA) lên ISS vào tháng 2/2022 và dự kiến đưa các phi hành gia này về Trái Đất.,"Tháng 9/2022, Soyuz MS-22 đã đưa 2 phi hành gia của Nga và 1 phi hành gia của Cơ quan hàng không vũ trụ Mỹ (NASA) lên ISS và dự kiến đưa các phi hành gia này về Trái Đất.",True,True,False,False
Refuted,Supported,Bức ảnh tìm ra ở triển lãm ảnh của tác giả Hữu Thành khi tỉnh Bình Thuận tổ chức viếng thăm triển lãm ảnh của các phóng viên.,"Như PLO trước đó đã đưa tin, việc tìm ra nhân vật trong bức ảnh sau 27 năm này hết sức tình cờ. Đó là những ngày cuối năm Nhâm Dần 2022, Tỉnh ủy, UBND, HĐND, UBMTTQVN tỉnh Bình Thuận tổ chức tặng quà Tết cho các phóng viên thường trú trên địa bàn tỉnh tại trụ sở Cơ quan thường trú Thông tấn xã Việt Nam ở Bình Thuận. Những hoạt động ấm áp cuối năm này đều được ghi lại hình ảnh và hậu cảnh đều có tấm ảnh “Em bé K’ho” của tác giả Hữu Thành treo trên tường",True,False,True,False
Refuted,NEI,"Để bảo đảm tính cạnh tranh thì mỗi nước phải lựa chọn những khâu quan trọng trong chuỗi cung ứng, thay vì đầu tư nguyên liệu tại chỗ thì tập trung đầu tư hơn ở khâu đóng gói.","Thay vì cố gắng đầu tư để chủ động nguyên liệu tại chỗ, doanh nghiệp có thể đầu tư vào chế biến, nâng cao giá trị sản phẩm và xuất khẩu sản phẩm ra toàn cầu Dưới góc độ hội nhập kinh tế, việc mỗi nước chọn những mặt hàng, những khâu trong chuỗi cung ứng có lợi thế để tham gia là điều tất yếu để bảo đảm tính cạnh tranh",True,False,False,False
Refuted,NEI,"Trong vài năm tới, chúng ta phấn đấu thống nhất các loại giấy tờ trong ASEAN để công dân VIệt Nam có thể đi lại các nước trong khối EU chỉ bằng CCCD mà không cần thêm hộ chiếu.","chúng ta đang phấn đấu thống nhất các loại giấy tờ trong ASEAN, công dân các nước đi lại trong ASEAN không cần hộ chiếu. công dân Việt Nam có thể đi lại các nước ASEAN bằng CCCD",True,True,False,False
Supported,NEI,"Đến trưa cùng ngày, trại giam Z30D đã ra quyết định truy nã đối với Dũng về tội trốn khỏi nơi giam giữ trên toàn quốc, đồng thời huy động thêm lực lượng truy tìm phạm nhân.","Đến trưa cùng ngày, ra quyết định truy nã đối với Dũng về tội trốn khỏi nơi giam giữ trên toàn quốc. Trại giam Z30D đã huy động truy tìm phạm nhân Dũng.",True,False,False,False
NEI,Refuted,"Bắt đầu từ ngày 18/3 đến hết ngày 20/5, công an sẽ mở cao điểm cấp Căn căn cước công dân gắn chíp kết hợp cấp tài khoản định danh điện tử cho toàn bộ công dân trong độ tuổi sinh năm 2004, 2005, 2007, 2008 thi tuyển sinh ngày 1/7/2023 chưa được cấp Căn cước công dân gắn chíp điện tử.","bắt đầu từ ngày 18/3 đến hết ngày 20/5, công an sẽ mở cao điểm cấp Căn căn cước công dân gắn chíp kết hợp cấp tài khoản định danh điện tử cho toàn bộ công dân trong độ tuổi thi tuyển sinh năm 2023 chưa cấp Căn cước công dân gắn chíp điện tử bộ công dân sinh năm 2004, 2005, 2007, 2008. Cụ",True,True,True,False
Refuted,Supported,"Năm 1907 Khách sạn có tên là Grand Hotel de Hue, năm 1901 Khách sạn có tên là Morin Frère.","sau cơn bão năm Thìn, khách sạn hư hỏng nặng, ông Bogeart đã tu sửa và chuyển sở hữu cho nhà tư sản A.Guerin Đến năm 1907, khách sạn đã được chuyển nhượng cho anh em nhà Morin, lấy tên ""Morin Frère"" (khách sạn anh em nhà Morin) và tên gọi Morin gắn liền với lịch sử của khách sạn từ đó đến tận hôm nay Năm 1904 Khách sạn ra đời vào năm 1901 khi ông Henri Bogaert, chủ nhà máy gạch ngói Long Thọ, cho khởi công xây dựng và lấy tên là ""Grand Hotel de Hue"".",True,False,False,False
NEI,Supported,"Các trạm sạc, trạm đổi pin cẩn được ưu tiên phát triển, phổ rộng khắp cả nước để giảm thiểu rủi ro, đảm bảo an toàn điện trong quá trình sử dụng.","Ngoài ra, trong quá trình hoàn thiện hệ thống tiêu chuẩn Việt Nam về xe điện cần ưu tiên phát triển các tiêu chuẩn Việt Nam về hệ thống trạm sạc, sạc nhanh, trạm đổi pin… để có thể sớm đưa ra các yêu cầu kỹ thuật và an toàn của thiết bị và trạm sạc vào quản lý, giảm thiểu rủi ro, nâng cao hiệu quả, an toàn điện trong quá trình sử dụng",True,False,False,False
NEI,Supported,Sau giải đấu Muay 2023 tại Quảng trường Đại Đoàn Kết đã thu hút nhiều người tham gia vào phong trào tập luyện Muay ở các câu lạc bộ Gia Lai.,"Đặc biệt, sân thi đấu Muay lần này được tỉnh Gia Lai bố trí tại khu vực khuôn viên Quảng trường Đại Đoàn Kết nhằm thúc đẩy hơn nữa phong trào tập luyện môn Muay ở các câu lạc bộ tại Gia Lai.",True,False,False,False
Supported,NEI,"Ban Chỉ đạo quốc gia về hội nhập quốc tế có các chức năng và nhiệm vụ hỗ trợ Chính phủ, Thủ tướng Chính phủ đề ra các định hướng, chiến lược, các giải pháp lớn liên quan đến hội nhập quốc tế đồng thời cũng góp phần triển khai các chủ trương, giải quyết các vến đề liên quan đến hội nhập quốc tế.","Ban Chỉ đạo có nhiệm vụ giúp triển khai các chủ trương, chính sách lớn giải quyết những vấn đề quan trọng đề ra các định hướng, chiến lược, các giải pháp lớn liên quan đến hội nhập quốc tế; đề xuất những nhiệm vụ trọng tâm, trọng điểm về hội nhập quốc tế cần tập trung chỉ đạo, điều hành trong từng giai đoạn",True,False,True,False
NEI,Supported,Các nhà khoa học đã giải mã thành công cơ chế của loài cúc tạo ra ruồi cái giả trên cánh hoa để dụ con đực tới thụ phấn.,"Các nhà khoa học giải mã cơ chế bí ẩn giúp loài cúc ở Nam Phi tạo ra ruồi cái giả trên cánh hoa, dụ con đực tới thụ phấn",True,False,False,False
NEI,Refuted,Bến xe Miền Đông chính thức hoạt động từ tháng 10-2020 và hiện nay có khoảng 150 tuyến xe khách được chủ trương di dời về hoạt động tại đây.,"Trước đó, bến xe Miền Đông mới chính thức hoạt động từ tháng 10-2020 và đến tháng 10-2021 có 120 tuyến xe khách di dời về hoạt động tại đây.",True,False,False,False
Supported,NEI,"Ngày 20/3, ông Nguyễn Văn Toàn, Giám đốc Sở Giáo dục và Đào tạo tỉnh Đắk Nông cho biết học sinh Nguyễn Anh Dũng (lớp 11, Trường THPT chuyên Nguyễn Chí Thanh) địa phương sẽ hỗ trợ, tạo điều kiện tốt nhất để ôn luyện trong thời gian học tập tại tỉnh.","Ngày 20/3, ông Nguyễn Văn Toàn, Giám đốc Sở Giáo dục và Đào tạo tỉnh Đắk Nông, cho biết địa phương sẽ hỗ trợ, tạo điều kiện tốt nhất để học sinh Nguyễn Anh Dũng (lớp 11, Trường THPT chuyên Nguyễn Chí Thanh) ôn luyện trong thời gian học tập tại tỉnh",True,False,False,False
Refuted,Supported,"Kết luận tại cuộc họp giải quyết vướng mắc trong việc chuyển mục đích sử dụng đất sang đất ở ngày 7/3, UBND tỉnh chỉ đạo các địa phương ""chỉ cho phép chuyển mục đích sử dụng đất sang đất ở đối với các thửa đất nằm trong khu dân cư hiện có"".","Ngày 7-3 kết luận cuộc họp giải quyết vướng mắc trong việc chuyển mục đích sử dụng đất sang đất ở UBND tỉnh chỉ đạo các địa phương ""chỉ cho phép chuyển mục đích sử dụng đất sang đất ở đối với các thửa đất nằm trong khu dân cư hiện có"".",True,False,False,False
Refuted,NEI,Việc kích cổng cần đến 6 - 7 công nhân làm việc liên tục trong 2 tháng.,"Để thực hiện việc kích chiếc cổng mỗi ngày có từ 6 - 7 công nhân làm việc Sau 10 ngày làm việc liên tục,",True,False,False,False
NEI,Supported,"3 ban kỹ thuật tiêu chuẩn quốc gia đã được thành lập để triển khai kế hoạch, trong đó quan trọng nhất là bộ phận TCVN/TC E16 Hệ thống truyền năng lượng cho xe điện.","Để triển khai kế hoạch, Tổng cục Tiêu chuẩn - Đo lường - Chất lượng đã thành lập 3 Ban kỹ thuật tiêu chuẩn quốc gia gồm: TCVN/TC E1 Máy điện và khí cụ điện, TCVN/TC E4 Dây cáp điện, TCVN/TC E16 Hệ thống truyền năng lượng cho xe điện.",True,False,False,False
Supported,Refuted,"2 đồng chí Nguyễn Nguyên Quân, Trưởng ban Dân tộc Thành phố và Nguyễn Xuân Đại, Giám đốc Sở NN&NT cũng được bầu làm Ủy viên UBND Thành phố vào ngày 10/3.",". Các đại biểu cũng thống nhất bầu 2 đồng chí: Nguyễn Nguyên Quân, Trưởng ban Dân tộc Thành phố; Nguyễn Xuân Đại, Giám đốc Sở NN&NT làm Ủy viên UBND Thành phố. Tại kỳ họp, HĐND TP. Hà Nội đã bầu bà Vũ Thu Hà, Giám đốc Sở Nội vụ làm Phó Chủ tịch UBND TP nhiệm kỳ 2021-2026.",True,False,False,False
Supported,Refuted,"Nhằm thiết thực hưởng ứng chương trình “Sóng và máy tính cho em” Ngân hàng Thương mại cổ phần Ngoại thương Kon Tum (Vietcombank Kon Tum) đã tài trợ bằng cách trao tặng máy tính cho các em học sinh vùng sâu, vùng xa trong tỉnh Kon Tum.","Gần 11.400 máy tính bảng được trao tặng học sinh vùng sâu, vùng xa trong tỉnh Kon Tum vào chiều 7/3 Ngân hàng Thương mại cổ phần Ngoại thương Kon Tum (Vietcombank Kon Tum) tài trợ cho học sinh tỉnh Kon Tum, nhằm thiết thực hưởng ứng chương trình “Sóng và máy tính cho em”",True,False,False,False
