claim_id,claim_index,statement,evidence,label
dev_2785,2785,Bộ VHTT&DL cũng đề nghị các đại sứ quán/trung tâm văn hóa nước ngoài tại Việt Nam không tổ chức các hoạt động VHTT&DL tại Bình Thuận,"Tổ chức Triển lãm ""Di sản Văn hóa biển, đảo Việt Nam""; tổ chức Festival nhiếp ảnh quốc tế Việt Nam. Bộ VHTT&DL cũng đề nghị các đại sứ quán/trung tâm văn hóa nước ngoài tại Việt Nam tổ chức các hoạt động VHTT&DL tại Bình Thuận chào mừng Năm Du lịch quốc gia 2023. Tổ chức đoàn phóng viên, báo chí trong nước khảo sát du lịch Bình Thuận để viết bài, phóng sự, quay phim...",1
dev_5769,5769,Thứ trưởng Hoàng Minh Sơn không đồng tình với ý kiến tổ chức xét tuyển riêng ngành Y.,"Kỳ thi nào cũng sẽ tập trung đánh giá năng lực, kết quả học tập bậc phổ thông, do đó các em chỉ cần tham gia 1 kỳ thi tốt nghiệp THPT và 1 kỳ thi riêng là đủ”, Thứ trưởng Hoàng Minh Sơn nói. Có ý kiến đặt vấn đề có nên tổ chức riêng kỳ thi cho khối ngành y dược, Thứ trưởng Hoàng Minh Sơn khẳng định: “Tôi cho rằng chúng ta đang đặt quá nhiều yêu cầu vào các ngành đặc thù. Tuyển sinh đầu vào ngành y dược cũng dựa trên những môn khoa học cơ bản, không nhất thiết khối y dược sẽ phải tổ chức kỳ thi riêng.",1
dev_7232,7232,Vợ chồng cựu cầu thủ David Beckham đã chứng tỏ được tiềm lực tài chính và chiến lược kinh doanh khi đã có lãi sau 13 năm gồng lỗ.,"Victoria đã phải để chồng bù lỗ hơn 30 triệu bảng qua năm tháng, để cô có thể bền bỉ theo đuổi sự nghiệp của một nhà thiết kế. Trong cuộc chơi thể hiện sức mạnh ""trường vốn"", sau cùng, vợ chồng cựu danh thủ David Beckham đã chứng tỏ được tiềm lực tài chính, năng lực kinh doanh và tầm nhìn chiến lược. Trong cuộc phỏng vấn mới thực hiện với tạp chí thời trang Women's Wear Daily, ông David Belhassen, một nhà đầu tư rót vốn vào hoạt động kinh doanh của Victoria Beckham vừa chia sẻ thông tin này.",0
dev_186,186,"Bộ Quốc phòng Nga đã đồng ý với cáo buộc của Mỹ, khẳng định máy bay không người lái của Mỹ mất kiểm soát, mất độ cao và rơi xuống biển, khẳng định tiêm kích Nga không sử dụng vũ khí mang theo, không tiếp xúc gần với máy bay không lái của Mỹ và đã trở về căn cứ an toàn.","Phía Nga khẳng định máy bay không người lái của Mỹ mất kiểm soát, mất độ cao và rơi xuống biển. Bộ Quốc phòng Nga khẳng định tiêm kích Nga không sử dụng vũ khí mang theo, không tiếp xúc gần với máy bay không lái của Mỹ và đã trở về căn cứ an toàn. Phía Nga cũng cáo buộc máy bay không người lái Mỹ vi phạm không phận tạm thời được thiết lập cho hoạt động quân sự đặc biệt, vốn đã được thông báo với tất cả các bên sử dụng không phận quốc tế và và được công bố theo tiêu chuẩn quốc tế.",1
dev_6613,6613,"Bánh cuốn Thụy Khuê ""rẻ nhất Hà Nội"" mở bán hàng ngày từ 6h đến 14h với giá 13.000 đồng một phần.","Bánh cuốn Thụy Khuê là quán ăn đã qua hai đời, có giá 13.000 đồng một đĩa, được nhiều thực khách nói ""rẻ nhất Hà Nội"". Nằm sâu trong con ngõ nhỏ số 29 Thụy Khuê, hàng bánh cuốn của ông Phạm Văn Chính (62 tuổi) là địa chỉ ăn sáng quen thuộc của nhiều người.",0
dev_1772,1772,Các chính sách hỗ trợ chỉ các doanh nghiệp nhỏ đã được triển khai trong Luật Hỗ trợ doanh nghiệp.,"Chính phủ cũng yêu cầu Bộ Kế hoạch và Đầu tư chủ trì, phối hợp với các bộ, ngành, địa phương đẩy mạnh công tác quy hoạch, huy động tổng hợp các nguồn lực từ ngân sách nhà nước và xã hội hóa, nhằm phát triển đồng bộ kết cấu hạ tầng các khu công nghiệp, cụm công nghiệp, khu kinh tế, đáp ứng đầy đủ yêu cầu của doanh nghiệp về mặt bằng sản xuất và các hạ tầng kỹ thuật cần thiết với chi phí hợp lý, đảm bảo kết nối thuận tiện với hệ thống giao thông, tăng cường liên kết giữa các khu, cụm công nghiệp và khu kinh tế. Bộ Kế hoạch và Đầu tư chủ trì, phối hợp với các bộ, ngành, địa phương đẩy mạnh triển khai Luật Hỗ trợ doanh nghiệp nhỏ và vừa, trọng tâm là các chính sách hỗ trợ doanh nghiệp nhỏ và vừa chuyển đổi số, doanh nghiệp nhỏ và vừa khởi nghiệp sáng tạo và tham gia cụm liên kết ngành, chuỗi giá trị; hỗ trợ để hình thành một số tập đoàn kinh tế tư nhân có quy mô lớn, có vai trò dẫn dắt ở một số ngành, lĩnh vực hoặc dẫn đầu trong chuỗi giá trị…",1
dev_1834,1834,"Giải futsal HD Bank VĐQG 2023 tuy có một số CLB cũ không thể tham gia, đổi lại lại có sự tham gia của các thành viên nước ngoài.","(NLĐO) - Giải futsal HD Bank VĐQG 2023 sẽ lần đầu có suất tham dự của ngoại binh, tổ chức theo hình thức thi đấu sân nhà - sân khách với sự tranh tài của 8 đội bóng mạnh nhất Việt Nam Sahako là đương kim vô địch Giải futsal VĐQG Trước thềm mùa giải mới, Giải futsal HD Bank vô địch quốc gia (VĐQG) 2023 đón nhận thông tin kém vui khi các CLB Hiếu Hoa Đà Nẵng, Hưng Gia Khang Đắk Lắk và Sài Gòn FC rút khỏi giải đấu vì không tìm được nhà tài trợ, không đủ kinh phí hoạt động. Trong nỗ lực nâng tầm chất lượng chuyên môn giải đấu, góp phần phát triển bộ môn futsal Việt Nam, ban tổ chức Giải futsal HD Bank VĐQG 2023 quyết định thay đổi mô hình thi đấu theo thể thức sân nhà - sân khách. Ngày 19-3, lượt đi Giải futsal HD Bank VĐQG 2023 sẽ khai mạc và lượt về dự kiến diễn ra từ ngày 28-6.",0
dev_2774,2774,"Chủ tịch UBND tỉnh Đồng Nai vừa có văn bản yêu cầu cán bộ, công chức sửa đổi tình trạng chậm trễ hoặc không tiếp dân, không giải quyết hồ sơ của người dân, doanh nghiệp.","(PLO)- Đồng nai yêu cầu cán bộ, công chức khắc phục tình trạng chậm trễ hoặc không tiếp dân, không giải quyết hồ sơ của người dân, doanh nghiệp. Chủ tịch UBND tỉnh Đồng Nai vừa có văn bản yêu cầu tiếp tục quán triệt, triển khai các quy định về kỷ luật, kỷ cương hành chính, nhiệm vụ, công vụ năm 2023. Theo đó, Chủ tịch UBND tỉnh Đồng Nai yêu cầu các cơ quan, đơn vị tiếp tục tập trung lãnh đạo, chỉ đạo, tổ chức triển khai kỷ luật, kỷ cương, đạo đức công vụ.",0
dev_1078,1078,Một số Ngân hàng đã giảm lãi suất trước sức ép giá dầu.,"Điều này làm dấy lên lo ngại về khả năng dư thừa nguồn cung, đặc biệt là khi Bộ Năng lượng có kế hoạch tiến hành giải phóng thêm 26 triệu thùng như một phần nhiệm vụ của quốc hội. Áp lực vĩ mô vẫn tạo ra sức ép nhất định cho giá dầu, khi mà Ngân hàng Trung ương Thụy Sĩ (SNB) trong ngày hôm qua đã tăng lãi suất thêm 50 điểm cơ bản, lên mức 1,5% bất chấp những rủi ro từ Ngân hàng Credit Suisse đã làm chao đảo thị trường tài chính trước đó. Ngân hàng Trung ương Anh (BOE) cũng tăng lãi suất thêm 25 điểm cơ bản sau khi chứng kiến lạm phát tăng vọt trong tháng 2.",1
dev_3645,3645,Kết quả xét nghiệm cho thấy Yoo Ah-in dương tính với 4 chất gây nghiện bị Hàn Quốc cấm sử dụng bừa bãi.,"Ngay thời điểm đó, anh lên tiếng phủ nhận mọi cáo buộc, khẳng định bị oan. Tuy nhiên, Viện pháp y Quốc gia Hàn Quốc đã đưa ra kết quả xét nghiệm kết luận Park Yoo-chun dương tính với ma túy đá. Công ty quản lý ca sĩ kiêm diễn viên này lập tức sa thải anh. Park Yoo-chun tuyên bố giải nghệ nhưng vẫn nhờ luật sư đại diện tuyên bố mình vô tội, không thừa nhận chuyện mua và sử dụng ma túy.",0
dev_1477,1477,Phương án thi tốt nghiệp THPT mới của Bộ GD-ĐT yêu cầu tất cả thí sinh phải sử dụng máy tính để làm bài thi.,"Các địa phương sẽ vẫn chỉ đạo, tổ chức thi và xét công nhận tốt nghiệp THPT; thanh tra, kiểm tra, giám sát tổ chức thi và xét công nhận tốt nghiệp THPT tại địa phương theo lịch thi chung của Bộ. Về phương án thi, đề thi phù hợp với chương trình giáo dục phổ thông mới, ngân hàng câu hỏi thi cho tất cả các môn phải được làm mới hoàn toàn theo định hướng đánh giá năng lực. Bộ GD&ĐT cần phải chuẩn bị ngân hàng câu hỏi thi rất lớn cho 7 môn bao gồm môn Toán, Ngữ văn, Ngoại ngữ 1 (gồm 7 ngoại ngữ khác nhau), Lịch sử, Địa lí, Giáo dục kinh tế và pháp luật, Vật lí, Hoá học, Sinh học, Công nghệ, Tin học.",1
dev_2680,2680,Việc Viện kiểm sát nhân dân huyện Hương Sơn (Hà Tĩnh) mới đây đã phê chuẩn quyết định khởi tố bị can tác động đối với an toàn công cộng và nhận thức của những người thực thi pháp luật ở huyện Hương Sơn,"(Dân trí) - Sau cuộc nhậu, Đạt và Sơn nhận lời thách đố ai mời được cô gái 27 tuổi lên xe máy sẽ được thưởng 100.000 đồng. Viện kiểm sát nhân dân huyện Hương Sơn (Hà Tĩnh) mới đây đã phê chuẩn quyết định khởi tố bị can, lệnh tạm giam đối với Nguyễn Đình Đạt (31 tuổi, trú xã Sơn Hồng, huyện Hương Sơn) về tội Cố ý gây thương tích. Theo điều tra, chiều 21/3, Đạt và nhóm bạn, trong đó có anh Trịnh Quốc Sơn (36 tuổi) cùng ngồi uống rượu bia tại xã Sơn Hồng. Nguyễn Đình Đạt (bên trái) bị khởi tố (Ảnh: Anh Bắc).",2
dev_7220,7220,"Xử phạt từ 50 đến 70 triệu đồng đối với ba quán nhậu trên đường Hoàng Thị Loan Đà Nẵng, trong đó hai quán phải dừng hoạt động vì mở nhạc ồn ào.","Đà Nẵng Ba quán nhậu trên đường Hoàng Thị Loan mở nhạc ồn ào đã bị xử phạt từ 50 đến 70 triệu đồng, hai quán buộc dừng hoạt động. Sáng 25/3, Công an quận Liên Chiểu cho biết đã xử phạt ba quán nhậu Victory, Max Beer Garden và Idol Food&Beer nằm trên đường Hoàng Thị Loan, gần cầu vượt ngã ba Huế, do vi phạm tiếng ồn theo Nghị định 45/2022.",0
dev_4501,4501,Phạt từ 2 đến 7 năm tội tổ chức sử dụng trái phép chất ma túy tại điều 249 Bộ luật Hình sự,"Đối với mẹ cháu bé, nếu có hành vi cùng đối tượng sử dụng ma túy, để cho đối tượng ép cháu bé sử dụng còn mình quay clip thì sẽ đồng phạm về tội danh trên. Trong trường hợp đối tượng và người mẹ cùng tổ chức sử dụng ma túy và có hành vi ép cháu bé cùng sử dụng ma túy thì ngoài hành vi phạm tội ""Cưỡng bức người khác sử dụng trái phép chất ma tuý"" thì 2 đối tượng còn phạm tội ""Tổ chức sử dụng trái phép chất ma tuý"" theo quy định tại Khoản 1 Điều 255 Bộ luật Hình sự với khung hình phạt tù từ 2 năm đến 7 năm. Nếu người mẹ không tham gia sử dụng ma túy với đối tượng mà sau này mới biết cháu bé bị ép sử dụng ma tuý qua camera căn phòng (nếu có) mà không trình báo với cơ quan chức năng sẽ bị xử lý về tội ""Không tố giác tội phạm"" được quy định tại Khoản 1 Điều 389 Bộ luật Hình sự.",1
dev_3127,3127,"Khảo sát 170 trường học công lập vào năm 2017 đã được tờ Asahi Shimbun thực hiện, và kết quả cho thấy rằng 57% số trường đã áp đặt lệnh cấm nhuộm tóc và yêu cầu học sinh chứng minh màu tóc tự nhiên của họ. Những quy định này đã được thiết lập nhằm mục đích đảm bảo trật tự và thống nhất trong nhà trường. Tuy nhiên, quy định yêu cầu học sinh để tóc đen đã được loại bỏ tại gần 200 trường công lập tại Tokyo vào tháng 3/2022.","Nhiều trường học Nhật Bản không cho phép học sinh để tóc quá dài, cấm nhuộm tóc và yêu cầu về ăn mặc rất khắt khe, thậm chỉ chỉ định màu của đồ lót. Tờ Asahi Shimbun khảo sát 170 trường học công lập hồi năm 2017, kết quả 57% số trường cấm nhuộm tóc, đồng thời yêu cầu học sinh chứng minh màu tóc của mình là tự nhiên. Các quy định được cho là để đảm bảo trật tự và thống nhất trong nhà trường.",0
dev_4949,4949,"Tại hội nghị thượng đỉnh của các lãnh đạo châu Âu tại Brussels diễn ra vào 18 giờ ngày 16/6, trong khi Tổng thống Pháp Emmanuel Macron trấn an là hệ thống ngân hàng rất vững chắc thì Thủ tướng Đức Olaf Scholz khẳng định Deutsche Bank là doanh nghiệp có lãi và không có lý do gì phải lo lắng.","Phiên giao dịch hôm 24/3, cổ phiếu ngân hàng này niêm yết tại Mỹ lao dốc sau khi phí hợp đồng hoán đổi rủi ro vỡ nợ (CDS) của ngân hàng này tăng mạnh. Các nhà đầu tư ồ ạt bán tháo do lo ngại bất ổn của ngành ngân hàng châu Âu. Ngay lập tức, tại hội nghị thượng đỉnh của các lãnh đạo châu Âu tại Brussels, Thủ tướng Đức Olaf Scholz khẳng định Deutsche Bank là doanh nghiệp có lãi và không có lý do gì phải lo lắng. Trong khi, Tổng thống Pháp Emmanuel Macron trấn an là hệ thống ngân hàng rất vững chắc.",2
dev_5463,5463,Vùng lúa chuyên canh chất lượng cao 1 triệu ha là nước thứ hai trên thế giới triển khai sản xuất lúa giảm phát thải nhờ đó nhận được nhiêu sự quan tâm của các đối tác trong nước.,"Dự kiến sẽ có 12.000 tỷ đồng được đầu tư vào Đề án, trong đó, 3.000 tỷ từ vốn ngân sách nhà nước và 8.400 tỷ vốn xã hội hóa, còn lại là từ các nguồn vốn khác… Tại hội thảo, các diễn ra cho rằng vùng lúa chuyên canh chất lượng cao 1 triệu ha có thể được coi là hình mẫu về sản xuất lúa giảm phát thải mà Việt Nam là nước đầu tiên triển khai trên thế giới, qua đó sẽ thu hút sự quan tâm và hỗ trợ của đối tác quốc tế về nguồn lực tài chính, khoa học công nghệ trước những thách thức về biến đổi khí hậu và an ninh lương thực. Một trong những nội dung thu hút sự quan tâm của các đại biểu là bán tín chỉ trên thị trường carbon thông qua sản xuất lúa chất lượng cao giảm phát thải, góp phần thực hiện cam kết của Việt Nam đạt mức phát thải ròng bằng ""0"" vào năm 2050.",1
dev_4794,4794,"Dự án du lịch này đang xuống cấp, cỏ dại mọc um tùm khắp nơi sau nhiều năm bị bỏ hoang, có thể thấy mảnh ""đất vàng"" của xã đảo Tam Hải đang bị lãng phí trầm trọng.","Khu du lịch ""Ẩm thực - ngôn ngữ vượt thời gian"" (Ảnh: Ngô Linh). Sau nhiều năm bỏ hoang, dự án du lịch này đang xuống cấp, cỏ dại mọc um tùm khắp nơi. Với hiện trạng như hiện nay, mảnh ""đất vàng"" của xã đảo Tam Hải đang bị lãng phí nghiêm trọng.",0
dev_1333,1333,"Giá dầu thô ngọt nhẹ Mỹ (WTI) giảm 30 cent (0,3%), xuống 72,97 USD/thùng, lượng dầu thô dự trữ của Mỹ đã bất ngờ giảm xuống trong tuần trước, do các công ty lọc dầu tăng cường hoạt động sau mùa bảo dưỡng.","Chốt phiên, giá dầu Brent Biển Bắc giảm 37 cent (0,5%), xuống 78,28 USD/thùng. Trong khi đó, giá dầu thô ngọt nhẹ Mỹ (WTI) giảm 23 cent (0,3%), xuống 72,97 USD/thùng. Giá dầu vẫn được hỗ trợ trong phiên này, khi Cơ quan quản lý thông tin năng lượng Mỹ (EIA) cho biết lượng dầu thô dự trữ của Mỹ đã bất ngờ giảm xuống trong tuần trước, do các công ty lọc dầu tăng cường hoạt động sau mùa bảo dưỡng.",1
dev_2238,2238,"Việc các ngân hàng được phép mua lại trái phiếu doanh nghiệp chưa niêm yết hay chưa đăng ký giao dịch trên UpCOM, có thể giúp tháo gỡ áp lực mà một số nhà tổ chức tín dụng đang gặp phải.","Theo ông, điểm này góp phần giúp các ngân hàng đầu tư trái phiếu của các doanh nghiệp nhằm bổ sung vốn lưu động, thay vì phải gắn với phương án phát hành cụ thể - thường chỉ được xác định cho các chương trình, dự án đầu tư tài sản cố định. Ngân hàng Nhà nước muốn sửa đổi quy định về mua, bán trái phiếu doanh nghiệp tại ngân hàng (Ảnh: Mạnh Quân). Việc các ngân hàng được phép mua lại trái phiếu doanh nghiệp chưa niêm yết hoặc chưa đăng ký giao dịch trên UpCOM, theo ông Thuân, là vấn đề có ý nghĩa nhất được đề cập trong dự thảo, trong bối cảnh áp lực mua lại trái phiếu thời gian vừa qua khi nhà đầu tư yêu cầu tất toán trước hạn. ""Điều này nhằm tháo gỡ áp lực mà một số tổ chức tín dụng đang gặp phải do trước đó đã phân phối cho nhà đầu tư trong khi tổ chức phát hành gặp khó khăn về dòng tiền và không thể mua lại"", ông Thuân cho hay.",0
dev_4837,4837,"Bà xã Lý Hải chia sẻ rằng ban đầu cả hai tính im lặng nhưng tình hình có vẻ tệ hơn, dự án phim mới chỉ còn 1 tháng là ra mắt, sợ rằng mọi chuyện sẽ xấu đi, khán giả sẽ tẩy chay phim và phim sẽ không được ra mắt đúng thời gian dự kiến.","Bà xã Lý Hải chia sẻ: ""Ban đầu tôi tính im lặng nhưng có vẻ không ổn lắm vì có nhiều khán giả vẫn khẳng định đó là Lý Hải. Trong khi đó, chỉ còn 1 tháng là ra mắt dự án phim mới, nếu chúng tôi im lặng thì sợ mọi chuyện đi xa hơn"". Vợ chồng Lý Hải - Minh Hà (Facebook nhân vật).",2
dev_7239,7239,Đây là vụ hoả hoạn nghiêm trọng thứ ba trong lịch sử Cuba khi tàn phá 4 trong số 8 bể chứa tại kho nhiên liệu lớn nhất cả nước.,"Bất chấp các nỗ lực phối hợp của nhiều lực lượng và sự hỗ trợ quốc tế, ngọn lửa vẫn tiếp tục lan rộng và tàn phá 4 trong số 8 bể chứa tại kho nhiên liệu bên vịnh Matanzas, một trong những cơ sở hạ tầng chiến lược của Cuba. Đây là vụ hỏa hoạn nghiêm trọng nhất trong lịch sử Cuba và được coi là thảm họa công nghiệp có nguồn gốc tự nhiên lớn nhất từ trước tới nay.",1
dev_2252,2252,Đề án sẽ nâng cao trình độ sản xuất lúa cũng như gia tăng giá trị lúa gạo.,"(Chinhphu.vn) - Phát triển bền vững 1 triệu ha lúa chuyên canh chất lượng cao gắn với tăng trưởng xanh vùng Đồng bằng sông Cửu Long sẽ nâng cao trình độ sản xuất lúa cũng như gia tăng giá trị lúa gạo. Thứ trưởng Bộ NN&PTNT Trần Thanh Nam phát biểu - Ảnh: VGP/Đỗ Hương Tại ""Hội thảo tham vấn các đối tác quốc tế và tổ chức tín dụng trong nước về Đề án phát triển bền vững 1 triệu ha lúa chuyên canh chất lượng cao gắn với tăng trưởng xanh vùng Đồng bằng sông Cửu Long"" diễn ra chiều 29/3, Thứ trưởng Bộ NN&PTNT Trần Thanh Nam cho biết, Bộ đang gấp rút hoàn thiện Dự thảo Đề án trình Thủ tướng Chính phủ trong tháng 4 tới.",2
dev_2890,2890,ChatGPT giúp người dùng có thể trao đổi trực tiếp và gián tiếp thông qua hình thức hỏi đáp là chính với những có sở dữ liệu có sẵn được thu nhập kể từ năm 2021 trở về trước.,"Thạc sĩ Thống cho biết ChatGPT đang gây chú ý trong thời gian gần đây thông qua các hình thức quảng cáo của nhà sản xuất ứng dụng Open AI. ChatGPT giúp người dùng trao đổi trực tiếp thông qua hình thức hỏi đáp là chính với những cơ sở dữ liệu thu thập được trên internet, mạng xã hội, các trang web kể từ năm 2021 trở về trước. Thạc sĩ Ngô Hữu Thống chia sẻ tại chương trình Phúc Kha Để sử dụng hiệu quả ChatGPT vào chuyển đổi số, thạc sĩ Thống khuyến khích sinh viên có thể sử dụng ChatGPT để tìm kiếm thông tin về các đề tài đang học hoặc tìm kiếm các tài nguyên hữu ích cho viết luận.",2
dev_3401,3401,"Do đã làm sai quy trình các bị cáo nguyên là giao dịch viên, kiểm soát viên, thủ quỹ tại HDBank - phòng giao dịch Đông Sài Gòn đã tạo điều kiện cho Nguyễn Thị Minh Quyên chiếm đoạt 4,4 tỉ đồng của ngân hàng.","Các bị cáo nguyên là giao dịch viên, kiểm soát viên, thủ quỹ tại HDBank - phòng giao dịch Đông Sài Gòn đã làm sai quy trình, tạo điều kiện cho Nguyễn Thị Minh Quyên chiếm đoạt 4,4 tỉ đồng của ngân hàng. Các bị cáo tại tòa - Ảnh: Đ.T.",0
dev_824,824,Hội Trí thức Việt Nam tại Nhật có hơn 2.000 thành viên đều đang hoạt động và định cư tại Nhật 3 năm trở lên.,"Phó Thủ tướng mong muốn, mỗi người Việt là một ""đại sứ"" quảng bá văn hóa, đất nước, con người Việt Nam tới người dân Nhật Bản cũng như bạn bè quốc tế. Báo cáo Phó Thủ tướng, ông Tạ Việt Phương, Chủ tịch Hội Trí thức Việt Nam tại Nhật Bản cho biết, hội có hơn 2.000 thành viên, đóng vai trò kết nối, hỗ trợ cho các cộng đồng, hội chuyên gia nghiên cứu chuyên ngành, mạng lưới đổi mới sáng tạo Việt Nam tại Nhật Bản. Một số hoạt động điểm nhấn của Hội Trí thức Việt Nam là Diễn đàn Trí thức Việt Nam tại Nhật Bản (Vietnam Summit), tuyển tập khoa học và công nghệ Nhật Bản (được thực hiện bởi Mạng lưới học thuật người Việt Nam tại Nhật Bản và Mạng lưới Đổi mới sáng tạo Việt Nhật), xây dựng cơ sở dữ liệu nhà khoa học, chuyên gia Việt Nam tại Nhật Bản…/.",2
dev_7160,7160,"Theo thông tin từ Báo Tuổi trẻ Online, tượng vua An Dương Vương được đặt ngồi trên một bệ liền khối, với hai tay cầm hốt và phong thái đường bệ, tạo nên một vẻ uy nghi và trang trọng. Cục Di sản đã đề nghị công nhận tượng là một bảo vật vì lối đúc tượng ngồi trên bệ, không trên long ngai là hiếm thấy, thường chỉ được sử dụng khi nhà vua được tôn vinh thành thần hoặc Phật. Mặc dù đã trải qua 126 năm, tượng An Dương Vương vẫn được bảo tồn nguyên vẹn. Chi tiết trên tượng thể hiện tinh thần của Phật đạo, mang đến một cảm giác gần gũi, tôn nghiêm, linh thiêng và giao hòa giữa cuộc sống và đạo.","Mặt sau tượng khắc chữ Đồng tượng nhị bách ngũ thập ngũ cân (tượng đồng nặng 255 kg). ""Lối đúc tượng ngồi trên bệ, không trên long ngai là hiện tượng hiếm gặp, khi nhà vua đã hóa thân thành thần và Phật"", Cục Di sản nêu một trong những cơ sở đề nghị công nhận bảo vật. Trải qua 126 năm, tượng An Dương Vương vẫn được giữ nguyên vẹn.",2
dev_3877,3877,"Trong cuộc phẫu thuật, bác sĩ loại bỏ nhiều đoạn chi, dùng tấm lưới nhân tạo để giữ cho nội tạng không trào ra ngoài và áp dụng nhiều kỹ thuật tân tiến nhất để tạo chi mới cho bệnh nhân.","Trong cuộc mổ, các bác sĩ đã phải đoạn chi của người bệnh, bỏ khung xương chậu bên trái đã bị dập nát, cắt lọc hoại tử. Ê kíp đã phải dùng đến tấm lưới nhân tạo để giữ cho nội tạng không bị trào ra ngoài do cơ thể không còn chức năng bảo vệ của khung xương chậu bên trái. Cuộc phẫu thuật kéo dài nhiều giờ khép lại, các bác sĩ đạt được thành công bước đầu khi giữ lại sinh mạng cho người bệnh. Tuy nhiên, cuộc chiến giành giật sự sống của bệnh nhân trở nên khó khăn hơn trong giai đoạn hậu phẫu do nhiễm trùng.",2
dev_5725,5725,Thế hệ Alpha chưa có khả năng chọn lọc thông tin nên sẽ ảnh hưởng đến hành động và suy nghĩ của họ trong tương lai.,"""Tuy nhiên, cha mẹ cũng rất lo lắng cho những đứa con thuộc Gen Alpha. Chính vì mức độ tiếp cận công nghệ thông tin từ khi còn quá nhỏ nên các con chưa có khả năng sàng lọc, rủi ro sẽ là dễ bị tiếp cận và ảnh hưởng bởi những thông tin trái chiều quá sớm"". Bạn trẻ cởi mở chia sẻ suy nghĩ của mình về Gen Z, Alpha B.h. Cần thay đổi hệ thống giáo dục phù hợp với tương lai Đặt một câu hỏi trong buổi nói chuyện, bà Nguyễn Chi Lan nói: ""Chúng ta phải tham gia vào tương lai như thế nào?",2
dev_3134,3134,Nguyên nhân của việc đánh thuế là do các nước Liên minh châu Âu (EU) sẽ thu thuế carbon với một số mặt hàng mà quy trình sản xuất sản sinh ra lượng khí thải carbon cao.,"Theo đó, cơ quan thuế sẽ đưa ra các biện pháp và mức thuế rõ ràng đối với sản phẩm liên quan đến việc phát thải khí carbon (CO2) trong quá trình sản xuất. Động thái của Cục Thuế Thái Lan xuất phát từ việc các nước Liên minh châu Âu (EU) sẽ thu thuế carbon với một số mặt hàng mà quy trình sản xuất sản sinh ra lượng khí thải carbon cao, gồm: Xi măng, sắt và thép, nhôm, phân bón, điện. Cơ quan thuế Thái Lan cho biết nếu không thu thuế carbon đối với những loại hàng hóa nêu trên, các doanh nghiệp Thái Lan sẽ phải nộp thuế tại các nước EU nếu xuất khẩu hàng hóa vào thị trường này.",0
dev_143,143,"Người đầu tiên lên đến đỉnh núi Hòn Bà ở độ cao 1.500m là Krempf, một cộng sự của Alexandre Yersin.","Yersin viết: ""Nhờ kỹ năng của một nhà leo núi xuất sắc, ông ấy (tức Krempf - PV) đã hoàn thành nhiệm vụ này, khi men theo sườn núi phía Bắc. Ông ấy là người đầu tiên lên đến đỉnh núi ở độ cao 1.500m. Đỉnh này được gọi là Hòn Bà"".",0
dev_6541,6541,"Trưa 27/3, bà Nguyễn Văn Đắng cho biết, đoạn ống nước đường kính 1,5m sau ba ngày bị vỡ đã được hàn lại và gia cố bằng bêtông.","Sau ba ngày bị vỡ, ống nước đường kính 1,5 m trên đường Kha Vạn Cân được khắc phục, người dân ở quận 12, Gò Vấp, Tân Bình, TP Thủ Đức sẽ sớm được cấp nước trở lại. Trưa 27/3, ông Nguyễn Văn Đắng, Phó tổng giám đốc Công ty cấp nước Sài Gòn (Sawaco), cho biết đoạn ống nước bị vỡ trên đường Kha Văn Cân, phường Hiệp Bình Chánh đã được hàn lại và gia cố bằng bêtông. Công nhân đang súc rửa làm sạch đường ống trước khi bơm nước cung cấp cho người dân. Theo ông Đắng, đường ống bằng thép có lớp bêtông dày 15 cm bao bọc bên ngoài được chôn dưới lòng đất hơn 20 năm.",1
dev_6989,6989,"VCPMC đã phát hiện hàng trăm chương trình vi phạm quy định ở lĩnh vực biểu diễn, ngoài ra trên môi trường kỹ thuật số, số tiền phạt là 15-30 triệu đối với hành vi truyền đạt tác phẩm đến công chúng mà không được tác giả cho phép, nặng hơn sẽ bị tạm giam 5 đến 7 ngày.","Trong lĩnh vực biểu diễn, quy định phạt tiền từ 5 - 10 triệu đồng đối với hành vi biểu diễn trực tiếp tác phẩm trước công chúng mà không được phép của chủ sở hữu quyền tác giả là quá thấp so với doanh thu các chương trình (từ vài tỉ đến vài chục tỉ đồng). Những năm gần đây, số vụ việc vi phạm ở lĩnh vực biểu diễn mà VCPMC phát hiện lên tới hàng trăm chương trình. Trên môi trường kỹ thuật số, quy định phạt tiền từ 15 - 30 triệu đối với hành vi truyền đạt tác phẩm đến công chúng bằng mạng thông tin điện tử hoặc bất kỳ phương tiện kỹ thuật nào mà không được phép của chủ sở hữu quyền tác giả cũng còn quá thấp. Đại diện VCPMC đề xuất cần tăng mức xử phạt cao hơn nhiều lần mức phạt hiện tại, đồng thời có thêm các hình thức xử phạt bổ sung và khắc phục hậu quả để ngăn chặn tái phạm. Đại diện Văn phòng luật sư Phan Law, luật sư Phan Hữu Tuấn đồng tình đề xuất cần tăng mức xử phạt đối với các vi phạm về quyền tác giả tùy theo từng hành vi cụ thể.",2
